cid,duration,campaign,pdays,previous,poutcome
1373,530,1,-1,0,unknown
1374,58,5,-1,0,unknown
1376,147,1,-1,0,unknown
1377,40,1,-1,0,unknown
1378,618,2,-1,0,unknown
1379,23,4,-1,0,unknown
1382,286,2,-1,0,unknown
1384,935,1,-1,0,unknown
1385,260,1,-1,0,unknown
1386,298,4,-1,0,unknown
1389,76,1,-1,0,unknown
1390,141,1,-1,0,unknown
1391,773,2,-1,0,unknown
1393,423,1,-1,0,unknown
1394,67,4,-1,0,unknown
1395,626,1,-1,0,unknown
1396,578,2,-1,0,unknown
1397,61,1,-1,0,unknown
1398,248,4,-1,0,unknown
1400,126,3,-1,0,unknown
1401,653,3,-1,0,unknown
1402,7,7,-1,0,unknown
1403,528,1,-1,0,unknown
1404,785,1,-1,0,unknown
1405,243,5,-1,0,unknown
1407,82,1,-1,0,unknown
1408,952,3,-1,0,unknown
1409,27,5,-1,0,unknown
1410,143,1,-1,0,unknown
1411,274,6,-1,0,unknown
1413,915,1,-1,0,unknown
1414,115,1,-1,0,unknown
1415,222,2,-1,0,unknown
1416,341,1,-1,0,unknown
1417,112,2,-1,0,unknown
1418,64,2,-1,0,unknown
1419,937,3,-1,0,unknown
1420,129,1,-1,0,unknown
1421,59,1,-1,0,unknown
1423,151,5,-1,0,unknown
1424,83,1,-1,0,unknown
1428,176,3,-1,0,unknown
1429,222,3,-1,0,unknown
1430,217,4,-1,0,unknown
1431,252,1,-1,0,unknown
1432,1063,5,-1,0,unknown
1433,41,2,-1,0,unknown
1434,27,25,-1,0,unknown
1435,758,2,-1,0,unknown
1436,301,3,-1,0,unknown
1437,574,1,-1,0,unknown
1439,78,5,-1,0,unknown
1440,514,1,-1,0,unknown
1441,1558,1,-1,0,unknown
1442,789,2,-1,0,unknown
1444,272,2,-1,0,unknown
1446,712,2,-1,0,unknown
1447,860,2,-1,0,unknown
1448,75,9,-1,0,unknown
1449,191,4,-1,0,unknown
1450,1441,2,-1,0,unknown
1451,428,2,-1,0,unknown
1452,322,3,-1,0,unknown
1453,104,1,-1,0,unknown
1454,127,1,-1,0,unknown
1455,1259,6,-1,0,unknown
1456,114,2,-1,0,unknown
1457,106,1,-1,0,unknown
1459,307,1,-1,0,unknown
1460,1504,2,-1,0,unknown
1461,396,3,-1,0,unknown
1462,71,1,-1,0,unknown
1463,205,3,-1,0,unknown
1464,134,2,-1,0,unknown
1465,166,2,-1,0,unknown
1466,81,5,-1,0,unknown
1467,77,2,-1,0,unknown
1468,80,2,-1,0,unknown
1471,291,1,-1,0,unknown
1473,70,4,-1,0,unknown
1474,611,2,-1,0,unknown
1475,132,3,-1,0,unknown
1476,26,1,-1,0,unknown
1477,262,3,-1,0,unknown
1478,272,1,-1,0,unknown
1480,95,1,-1,0,unknown
1481,140,2,-1,0,unknown
1482,71,11,-1,0,unknown
1484,164,7,-1,0,unknown
1485,219,1,-1,0,unknown
1487,224,2,-1,0,unknown
1488,63,2,-1,0,unknown
1489,24,13,-1,0,unknown
1490,147,4,-1,0,unknown
1491,84,3,-1,0,unknown
1492,175,1,-1,0,unknown
1493,12,21,-1,0,unknown
1494,40,15,-1,0,unknown
1495,217,1,-1,0,unknown
1496,235,11,-1,0,unknown
1497,255,1,-1,0,unknown
1498,256,1,-1,0,unknown
1499,41,2,-1,0,unknown
1500,75,1,-1,0,unknown
1501,192,4,-1,0,unknown
1502,796,1,-1,0,unknown
1503,220,3,-1,0,unknown
1504,614,2,-1,0,unknown
1505,1126,4,-1,0,unknown
1506,161,2,-1,0,unknown
1507,141,3,-1,0,unknown
1508,697,1,-1,0,unknown
1509,223,2,-1,0,unknown
1510,931,1,-1,0,unknown
1512,63,2,-1,0,unknown
1513,271,5,-1,0,unknown
1514,144,5,-1,0,unknown
1515,79,3,-1,0,unknown
1516,171,1,-1,0,unknown
1517,73,4,-1,0,unknown
1518,69,1,-1,0,unknown
1520,257,1,-1,0,unknown
1523,134,1,-1,0,unknown
1524,41,1,-1,0,unknown
1526,216,3,-1,0,unknown
1527,388,8,-1,0,unknown
1528,242,1,-1,0,unknown
1529,387,1,-1,0,unknown
1530,90,1,-1,0,unknown
1531,281,2,-1,0,unknown
1532,332,1,-1,0,unknown
1533,218,1,-1,0,unknown
1534,650,2,-1,0,unknown
1535,1034,1,-1,0,unknown
1537,156,1,-1,0,unknown
1538,171,3,-1,0,unknown
1540,10,3,-1,0,unknown
1541,350,1,-1,0,unknown
1543,58,1,-1,0,unknown
1544,69,3,-1,0,unknown
1545,127,2,-1,0,unknown
1546,154,2,-1,0,unknown
1547,36,4,-1,0,unknown
1550,49,1,-1,0,unknown
1551,410,1,-1,0,unknown
1552,253,3,-1,0,unknown
1553,570,1,-1,0,unknown
1554,633,7,-1,0,unknown
1555,82,4,-1,0,unknown
1556,164,1,-1,0,unknown
1557,175,3,-1,0,unknown
1558,659,4,-1,0,unknown
1559,139,2,-1,0,unknown
1560,43,11,-1,0,unknown
1561,343,5,-1,0,unknown
1563,302,8,-1,0,unknown
1564,455,13,-1,0,unknown
1565,126,4,-1,0,unknown
1566,107,1,-1,0,unknown
1567,120,1,-1,0,unknown
1568,727,4,-1,0,unknown
1569,275,4,-1,0,unknown
1570,41,1,-1,0,unknown
1571,61,4,-1,0,unknown
1573,214,1,-1,0,unknown
1574,21,1,-1,0,unknown
1575,138,2,-1,0,unknown
1577,635,1,-1,0,unknown
1578,77,2,-1,0,unknown
1579,73,1,-1,0,unknown
1581,179,2,-1,0,unknown
1582,119,1,-1,0,unknown
1584,48,2,-1,0,unknown
1585,447,4,-1,0,unknown
1586,430,2,-1,0,unknown
1587,64,2,-1,0,unknown
1588,217,5,-1,0,unknown
1589,77,1,-1,0,unknown
1590,16,11,-1,0,unknown
1591,753,2,-1,0,unknown
1593,1210,1,-1,0,unknown
1594,185,1,-1,0,unknown
1595,80,1,-1,0,unknown
1596,156,2,-1,0,unknown
1597,403,3,-1,0,unknown
1598,145,2,-1,0,unknown
1599,17,7,-1,0,unknown
1600,160,1,-1,0,unknown
1602,321,1,-1,0,unknown
1603,203,4,-1,0,unknown
1605,97,3,-1,0,unknown
1606,144,2,-1,0,unknown
1607,30,6,-1,0,unknown
1608,82,2,-1,0,unknown
1609,326,4,-1,0,unknown
1610,414,3,-1,0,unknown
1611,285,5,-1,0,unknown
1612,716,3,-1,0,unknown
1613,449,4,-1,0,unknown
1614,16,3,-1,0,unknown
1615,65,1,-1,0,unknown
1616,138,1,-1,0,unknown
1617,121,3,-1,0,unknown
1618,140,2,-1,0,unknown
1619,256,6,-1,0,unknown
1620,61,4,-1,0,unknown
1621,367,2,-1,0,unknown
1623,395,4,-1,0,unknown
1624,125,2,-1,0,unknown
1625,580,3,-1,0,unknown
1627,119,2,-1,0,unknown
1628,26,2,-1,0,unknown
1630,285,1,-1,0,unknown
1631,399,4,-1,0,unknown
1632,88,3,-1,0,unknown
1633,185,4,-1,0,unknown
1638,208,3,-1,0,unknown
1639,1029,1,-1,0,unknown
1640,273,1,-1,0,unknown
1641,130,1,-1,0,unknown
1642,590,2,-1,0,unknown
1643,107,2,-1,0,unknown
1644,88,2,-1,0,unknown
1645,305,2,-1,0,unknown
1646,90,2,-1,0,unknown
1647,222,1,-1,0,unknown
1648,127,1,-1,0,unknown
1649,38,1,-1,0,unknown
1650,380,3,-1,0,unknown
1652,189,17,-1,0,unknown
1653,217,2,-1,0,unknown
1655,22,3,-1,0,unknown
1656,289,2,-1,0,unknown
1657,221,8,-1,0,unknown
1658,129,2,-1,0,unknown
1660,299,1,-1,0,unknown
1661,543,12,-1,0,unknown
1662,247,1,-1,0,unknown
1663,166,2,-1,0,unknown
1664,755,1,-1,0,unknown
1665,336,2,-1,0,unknown
1666,619,1,-1,0,unknown
1668,29,3,-1,0,unknown
1669,606,2,-1,0,unknown
1670,971,2,-1,0,unknown
1671,231,2,-1,0,unknown
1672,163,1,-1,0,unknown
1673,385,2,-1,0,unknown
1674,119,2,-1,0,unknown
1675,348,1,-1,0,unknown
1676,30,1,-1,0,unknown
1678,119,2,-1,0,unknown
1679,177,1,-1,0,unknown
1680,110,5,-1,0,unknown
1681,594,4,-1,0,unknown
1682,105,1,-1,0,unknown
1683,123,1,-1,0,unknown
1684,172,4,-1,0,unknown
1685,178,1,-1,0,unknown
1686,230,1,-1,0,unknown
1687,89,3,-1,0,unknown
1688,118,4,-1,0,unknown
1689,143,2,-1,0,unknown
1690,7,1,-1,0,unknown
1691,104,2,-1,0,unknown
1692,220,2,-1,0,unknown
1693,85,2,-1,0,unknown
1694,91,3,-1,0,unknown
1695,19,8,-1,0,unknown
1697,49,1,-1,0,unknown
1700,41,2,-1,0,unknown
1701,83,1,-1,0,unknown
1702,95,1,-1,0,unknown
1703,78,2,-1,0,unknown
1705,215,1,-1,0,unknown
1706,226,2,-1,0,unknown
1707,1275,1,-1,0,unknown
1709,196,3,-1,0,unknown
1710,229,2,-1,0,unknown
1711,241,2,-1,0,unknown
1712,354,2,-1,0,unknown
1713,471,3,-1,0,unknown
1715,58,8,-1,0,unknown
1716,379,2,-1,0,unknown
1717,12,5,-1,0,unknown
1718,67,1,-1,0,unknown
1719,165,7,-1,0,unknown
1721,84,3,-1,0,unknown
1722,393,4,-1,0,unknown
1723,808,1,-1,0,unknown
1724,923,3,-1,0,unknown
1725,63,6,-1,0,unknown
1726,274,1,-1,0,unknown
1727,84,4,-1,0,unknown
1728,78,3,-1,0,unknown
1729,41,7,-1,0,unknown
1731,138,1,-1,0,unknown
1732,88,4,-1,0,unknown
1733,413,2,-1,0,unknown
1734,139,1,-1,0,unknown
1735,82,2,-1,0,unknown
1736,12,6,-1,0,unknown
1738,38,1,-1,0,unknown
1739,661,1,-1,0,unknown
1740,388,1,-1,0,unknown
1741,151,7,-1,0,unknown
1742,140,8,-1,0,unknown
1743,124,1,-1,0,unknown
1744,200,1,-1,0,unknown
1745,101,3,-1,0,unknown
1746,261,12,-1,0,unknown
1747,176,2,-1,0,unknown
1748,209,12,-1,0,unknown
1752,84,1,-1,0,unknown
1753,602,9,-1,0,unknown
1754,26,11,-1,0,unknown
1756,762,3,-1,0,unknown
1757,107,4,-1,0,unknown
1758,46,5,-1,0,unknown
1759,128,6,-1,0,unknown
1760,360,5,-1,0,unknown
1762,128,3,-1,0,unknown
1764,819,10,-1,0,unknown
1766,144,2,-1,0,unknown
1767,311,1,-1,0,unknown
1769,93,8,-1,0,unknown
1770,101,1,-1,0,unknown
1771,72,1,-1,0,unknown
1772,282,1,-1,0,unknown
1773,210,2,-1,0,unknown
1774,369,1,-1,0,unknown
1775,125,6,-1,0,unknown
1776,301,6,-1,0,unknown
1777,14,14,-1,0,unknown
1778,57,3,-1,0,unknown
1779,420,1,-1,0,unknown
1781,137,2,-1,0,unknown
1782,557,7,-1,0,unknown
1783,66,2,-1,0,unknown
1784,206,1,-1,0,unknown
1785,19,14,-1,0,unknown
1786,166,2,-1,0,unknown
1788,46,2,-1,0,unknown
1789,126,1,-1,0,unknown
1790,161,1,-1,0,unknown
1791,355,1,-1,0,unknown
1792,40,2,-1,0,unknown
1793,143,1,-1,0,unknown
1794,133,2,-1,0,unknown
1795,185,2,-1,0,unknown
1796,22,12,-1,0,unknown
1797,184,7,-1,0,unknown
1798,78,2,-1,0,unknown
1799,125,4,-1,0,unknown
1800,189,2,-1,0,unknown
1801,300,1,-1,0,unknown
1802,396,1,-1,0,unknown
1803,340,3,-1,0,unknown
1804,55,2,-1,0,unknown
1805,238,6,-1,0,unknown
1807,36,3,-1,0,unknown
1808,303,2,-1,0,unknown
1809,417,3,-1,0,unknown
1810,162,3,-1,0,unknown
1812,99,1,-1,0,unknown
1813,32,3,-1,0,unknown
1814,308,3,-1,0,unknown
1815,298,3,-1,0,unknown
1816,92,4,-1,0,unknown
1817,288,12,-1,0,unknown
1819,255,2,-1,0,unknown
1820,167,5,-1,0,unknown
1822,166,2,-1,0,unknown
1823,657,7,-1,0,unknown
1824,434,4,-1,0,unknown
1825,75,1,-1,0,unknown
1826,40,1,-1,0,unknown
1827,398,2,-1,0,unknown
1829,137,8,-1,0,unknown
1830,257,3,-1,0,unknown
1832,192,1,-1,0,unknown
1833,186,1,-1,0,unknown
1835,67,1,-1,0,unknown
1836,205,2,-1,0,unknown
1837,14,1,-1,0,unknown
1838,488,1,-1,0,unknown
1839,50,3,-1,0,unknown
1840,312,1,-1,0,unknown
1841,163,3,-1,0,unknown
1842,76,2,-1,0,unknown
1843,150,1,-1,0,unknown
1844,244,2,-1,0,unknown
1845,207,1,-1,0,unknown
1846,113,1,-1,0,unknown
1847,1309,4,-1,0,unknown
1848,72,6,-1,0,unknown
1850,163,3,-1,0,unknown
1851,179,10,-1,0,unknown
1852,217,2,-1,0,unknown
1853,88,1,-1,0,unknown
1854,21,1,-1,0,unknown
1855,142,1,-1,0,unknown
1856,1056,1,-1,0,unknown
1858,411,1,-1,0,unknown
1859,145,1,-1,0,unknown
1860,80,2,-1,0,unknown
1861,344,1,-1,0,unknown
1862,128,1,-1,0,unknown
1865,819,4,-1,0,unknown
1866,210,2,-1,0,unknown
1868,118,8,-1,0,unknown
1870,618,1,-1,0,unknown
1873,401,2,-1,0,unknown
1874,200,3,-1,0,unknown
1875,152,5,-1,0,unknown
1877,827,2,-1,0,unknown
1878,735,1,-1,0,unknown
1879,185,6,-1,0,unknown
1880,149,1,-1,0,unknown
1881,303,2,-1,0,unknown
1882,71,2,-1,0,unknown
1884,232,2,-1,0,unknown
1886,209,2,-1,0,unknown
1888,415,1,-1,0,unknown
1889,273,5,-1,0,unknown
1890,376,2,-1,0,unknown
1891,37,10,-1,0,unknown
1892,148,2,-1,0,unknown
1893,57,2,-1,0,unknown
1894,461,3,-1,0,unknown
1895,198,6,-1,0,unknown
1896,327,4,-1,0,unknown
1897,669,6,-1,0,unknown
1898,165,1,-1,0,unknown
1899,58,2,-1,0,unknown
1900,1473,1,-1,0,unknown
1901,123,3,-1,0,unknown
1902,289,1,-1,0,unknown
1903,239,5,-1,0,unknown
1904,1386,1,-1,0,unknown
1907,550,7,-1,0,unknown
1908,75,1,-1,0,unknown
1909,100,3,-1,0,unknown
1910,204,4,-1,0,unknown
1912,46,3,-1,0,unknown
1914,609,2,-1,0,unknown
1915,1532,2,-1,0,unknown
1917,168,1,-1,0,unknown
1918,352,1,-1,0,unknown
1919,335,6,-1,0,unknown
1920,74,1,-1,0,unknown
1921,85,1,-1,0,unknown
1922,117,1,-1,0,unknown
1923,184,1,-1,0,unknown
1924,72,3,-1,0,unknown
1925,171,1,-1,0,unknown
1926,44,8,-1,0,unknown
1927,336,2,-1,0,unknown
1928,93,5,-1,0,unknown
1930,398,1,-1,0,unknown
1931,86,2,-1,0,unknown
1932,45,2,-1,0,unknown
1933,110,2,-1,0,unknown
1935,356,4,-1,0,unknown
1936,382,3,-1,0,unknown
1937,233,1,-1,0,unknown
1938,87,1,-1,0,unknown
1939,387,2,-1,0,unknown
1940,103,1,-1,0,unknown
1941,378,1,-1,0,unknown
1942,257,2,-1,0,unknown
1943,282,1,-1,0,unknown
1944,176,1,-1,0,unknown
1945,24,6,-1,0,unknown
1946,766,3,-1,0,unknown
1947,955,2,-1,0,unknown
1948,426,3,-1,0,unknown
1949,244,2,-1,0,unknown
1950,136,1,-1,0,unknown
1951,172,1,-1,0,unknown
1955,191,2,-1,0,unknown
1956,107,2,-1,0,unknown
1958,91,18,-1,0,unknown
1959,76,4,-1,0,unknown
1960,1236,2,-1,0,unknown
1961,193,5,-1,0,unknown
1962,324,5,-1,0,unknown
1963,377,1,-1,0,unknown
1964,408,1,-1,0,unknown
1965,246,2,-1,0,unknown
1966,58,7,-1,0,unknown
1967,196,1,-1,0,unknown
1968,219,4,-1,0,unknown
1969,197,1,-1,0,unknown
1970,257,2,-1,0,unknown
1972,486,2,-1,0,unknown
1973,162,1,-1,0,unknown
1974,153,1,-1,0,unknown
1975,809,2,-1,0,unknown
1976,50,1,-1,0,unknown
1977,39,17,-1,0,unknown
1978,131,2,-1,0,unknown
1980,172,3,-1,0,unknown
1982,77,3,-1,0,unknown
1983,158,2,-1,0,unknown
1985,27,1,-1,0,unknown
1986,105,1,-1,0,unknown
1987,119,4,-1,0,unknown
1988,327,1,-1,0,unknown
1989,150,2,-1,0,unknown
1991,81,2,-1,0,unknown
1992,1164,2,-1,0,unknown
1993,674,3,-1,0,unknown
1994,347,1,-1,0,unknown
1995,712,6,-1,0,unknown
1996,48,2,-1,0,unknown
1997,279,1,-1,0,unknown
1998,236,2,-1,0,unknown
1999,91,2,-1,0,unknown
2000,15,8,-1,0,unknown
2002,187,19,-1,0,unknown
2004,214,4,-1,0,unknown
2007,30,3,-1,0,unknown
2008,99,2,-1,0,unknown
2009,202,2,-1,0,unknown
2010,318,2,-1,0,unknown
2011,275,12,-1,0,unknown
2012,59,4,-1,0,unknown
2013,70,4,-1,0,unknown
2015,343,3,-1,0,unknown
2017,209,2,-1,0,unknown
2018,709,1,-1,0,unknown
2019,275,2,-1,0,unknown
2021,267,1,-1,0,unknown
2022,95,1,-1,0,unknown
2023,246,2,-1,0,unknown
2024,46,1,-1,0,unknown
2025,144,3,-1,0,unknown
2026,249,2,-1,0,unknown
2027,328,1,-1,0,unknown
2028,17,1,-1,0,unknown
2029,126,3,-1,0,unknown
2030,52,8,-1,0,unknown
2031,52,1,-1,0,unknown
2032,285,5,-1,0,unknown
2034,955,5,-1,0,unknown
2035,216,5,-1,0,unknown
2036,84,7,-1,0,unknown
2037,138,3,-1,0,unknown
2039,123,1,-1,0,unknown
2040,36,4,-1,0,unknown
2041,405,3,-1,0,unknown
2042,103,1,-1,0,unknown
2043,175,1,-1,0,unknown
2044,374,3,-1,0,unknown
2045,129,4,-1,0,unknown
2046,246,3,-1,0,unknown
2047,107,2,-1,0,unknown
2048,385,1,-1,0,unknown
2049,104,3,-1,0,unknown
2052,543,2,-1,0,unknown
2053,143,7,-1,0,unknown
2054,23,1,-1,0,unknown
2055,104,2,-1,0,unknown
2057,364,1,-1,0,unknown
2058,363,6,-1,0,unknown
2059,248,1,-1,0,unknown
2060,157,2,-1,0,unknown
2061,402,2,-1,0,unknown
2062,203,5,-1,0,unknown
2064,44,1,-1,0,unknown
2065,358,4,-1,0,unknown
2066,39,2,-1,0,unknown
2067,325,1,-1,0,unknown
2072,187,2,-1,0,unknown
2073,104,10,-1,0,unknown
2074,860,2,-1,0,unknown
2075,112,2,-1,0,unknown
2077,32,3,-1,0,unknown
2078,325,2,-1,0,unknown
2079,410,1,-1,0,unknown
2080,640,1,-1,0,unknown
2081,118,1,-1,0,unknown
2082,166,2,-1,0,unknown
2083,173,1,-1,0,unknown
2084,21,24,-1,0,unknown
2085,89,7,-1,0,unknown
2086,151,3,-1,0,unknown
2087,112,4,-1,0,unknown
2088,164,5,-1,0,unknown
2090,606,3,-1,0,unknown
2091,105,1,-1,0,unknown
2092,85,1,-1,0,unknown
2093,439,3,-1,0,unknown
2094,278,1,-1,0,unknown
2095,205,4,-1,0,unknown
2096,221,1,-1,0,unknown
2098,84,3,-1,0,unknown
2099,476,3,-1,0,unknown
2100,371,1,-1,0,unknown
2101,128,3,-1,0,unknown
2102,220,2,-1,0,unknown
2103,44,14,-1,0,unknown
2106,28,1,-1,0,unknown
2107,908,1,-1,0,unknown
2108,177,1,-1,0,unknown
2109,113,4,-1,0,unknown
2110,289,8,-1,0,unknown
2111,357,1,-1,0,unknown
2112,38,16,-1,0,unknown
2113,414,4,-1,0,unknown
2114,257,2,-1,0,unknown
2115,480,1,-1,0,unknown
2116,252,2,-1,0,unknown
2117,151,1,-1,0,unknown
2118,213,4,-1,0,unknown
2119,119,12,-1,0,unknown
2120,161,2,-1,0,unknown
2121,227,2,-1,0,unknown
2125,150,2,-1,0,unknown
2126,89,1,-1,0,unknown
2127,103,2,-1,0,unknown
2128,128,1,-1,0,unknown
2129,277,1,-1,0,unknown
2130,500,1,-1,0,unknown
2131,113,2,-1,0,unknown
2133,755,1,-1,0,unknown
2134,161,3,-1,0,unknown
2135,100,1,-1,0,unknown
2136,142,2,-1,0,unknown
2137,214,2,-1,0,unknown
2138,167,2,-1,0,unknown
2139,676,5,-1,0,unknown
2140,236,1,-1,0,unknown
2141,993,6,-1,0,unknown
2142,83,12,-1,0,unknown
2143,100,1,-1,0,unknown
2145,528,2,-1,0,unknown
2146,340,2,-1,0,unknown
2147,33,3,-1,0,unknown
2148,284,3,-1,0,unknown
2149,245,3,-1,0,unknown
2150,115,1,-1,0,unknown
2151,730,2,-1,0,unknown
2153,58,1,-1,0,unknown
2154,180,1,-1,0,unknown
2155,56,8,-1,0,unknown
2156,326,3,-1,0,unknown
2157,342,9,-1,0,unknown
2158,49,6,-1,0,unknown
2159,110,1,-1,0,unknown
2161,636,2,-1,0,unknown
2162,137,2,-1,0,unknown
2163,173,1,-1,0,unknown
2164,227,2,-1,0,unknown
2165,88,5,-1,0,unknown
2166,426,3,-1,0,unknown
2168,230,8,-1,0,unknown
2169,750,2,-1,0,unknown
2170,413,3,-1,0,unknown
2171,104,2,-1,0,unknown
2172,138,1,-1,0,unknown
2173,334,2,-1,0,unknown
2174,868,1,-1,0,unknown
2175,102,14,-1,0,unknown
2176,77,3,-1,0,unknown
2178,332,2,-1,0,unknown
2179,124,2,-1,0,unknown
2180,91,9,-1,0,unknown
2181,104,3,-1,0,unknown
2183,635,3,-1,0,unknown
2184,90,1,-1,0,unknown
2185,310,1,-1,0,unknown
2187,43,1,-1,0,unknown
2188,126,4,-1,0,unknown
2190,284,5,-1,0,unknown
2191,68,6,-1,0,unknown
2192,67,1,-1,0,unknown
2193,8,2,-1,0,unknown
2194,62,1,-1,0,unknown
2195,175,1,-1,0,unknown
2196,395,2,-1,0,unknown
2198,195,1,-1,0,unknown
2199,254,2,-1,0,unknown
2200,199,1,-1,0,unknown
2201,73,17,-1,0,unknown
2202,351,1,-1,0,unknown
2203,1689,4,-1,0,unknown
2204,267,1,-1,0,unknown
2205,234,2,-1,0,unknown
2206,234,10,-1,0,unknown
2207,94,4,-1,0,unknown
2208,77,2,-1,0,unknown
2209,242,1,-1,0,unknown
2210,247,4,-1,0,unknown
2211,85,4,-1,0,unknown
2212,607,4,-1,0,unknown
2215,258,1,-1,0,unknown
2217,160,1,-1,0,unknown
2218,1021,1,-1,0,unknown
2219,5,25,-1,0,unknown
2220,701,1,-1,0,unknown
2222,122,1,-1,0,unknown
2223,559,1,-1,0,unknown
2224,141,1,-1,0,unknown
2225,87,4,-1,0,unknown
2226,577,1,-1,0,unknown
2227,193,2,-1,0,unknown
2228,210,5,-1,0,unknown
2229,732,2,-1,0,unknown
2230,121,2,-1,0,unknown
2231,150,2,-1,0,unknown
2232,140,1,-1,0,unknown
2233,386,2,-1,0,unknown
2234,733,2,-1,0,unknown
2235,108,1,-1,0,unknown
2237,155,3,-1,0,unknown
2238,389,4,-1,0,unknown
2239,133,3,-1,0,unknown
2240,328,6,-1,0,unknown
2241,119,2,-1,0,unknown
2242,87,6,-1,0,unknown
2244,294,2,-1,0,unknown
2245,128,2,-1,0,unknown
2246,108,1,-1,0,unknown
2247,172,2,-1,0,unknown
2248,208,5,-1,0,unknown
2249,212,2,-1,0,unknown
2251,99,1,-1,0,unknown
2253,133,2,-1,0,unknown
2254,170,1,-1,0,unknown
2255,668,7,-1,0,unknown
2257,230,2,-1,0,unknown
2258,287,1,-1,0,unknown
2259,618,1,-1,0,unknown
2260,788,1,-1,0,unknown
2261,285,6,-1,0,unknown
2262,163,2,-1,0,unknown
2263,159,1,-1,0,unknown
2265,212,2,-1,0,unknown
2266,44,15,-1,0,unknown
2268,11,1,-1,0,unknown
2269,863,1,-1,0,unknown
2270,388,7,-1,0,unknown
2271,143,3,-1,0,unknown
2273,62,2,-1,0,unknown
2274,13,1,-1,0,unknown
2275,1073,1,-1,0,unknown
2276,337,2,-1,0,unknown
2277,88,10,-1,0,unknown
2279,96,4,-1,0,unknown
2280,537,3,-1,0,unknown
2281,5,3,-1,0,unknown
2282,139,1,-1,0,unknown
2283,570,2,-1,0,unknown
2284,100,3,-1,0,unknown
2285,253,2,-1,0,unknown
2286,525,2,-1,0,unknown
2287,696,3,-1,0,unknown
2288,535,6,-1,0,unknown
2289,131,3,-1,0,unknown
2290,6,1,-1,0,unknown
2291,105,1,-1,0,unknown
2292,370,1,-1,0,unknown
2293,29,14,-1,0,unknown
2296,193,4,-1,0,unknown
2297,709,2,-1,0,unknown
2298,358,2,-1,0,unknown
2299,253,1,-1,0,unknown
2300,197,3,-1,0,unknown
2301,94,2,-1,0,unknown
2302,445,2,-1,0,unknown
2304,113,1,-1,0,unknown
2305,80,1,-1,0,unknown
2306,318,1,-1,0,unknown
2308,40,3,-1,0,unknown
2309,55,25,-1,0,unknown
2310,67,1,-1,0,unknown
2311,76,2,-1,0,unknown
2312,73,1,-1,0,unknown
2313,89,2,-1,0,unknown
2314,109,3,-1,0,unknown
2315,98,1,-1,0,unknown
2316,21,17,-1,0,unknown
2317,465,1,-1,0,unknown
2318,106,3,-1,0,unknown
2320,342,3,-1,0,unknown
2321,16,25,-1,0,unknown
2322,543,2,-1,0,unknown
2323,338,3,-1,0,unknown
2324,197,5,-1,0,unknown
2325,956,2,-1,0,unknown
2327,546,9,-1,0,unknown
2328,124,4,-1,0,unknown
2329,113,4,-1,0,unknown
2330,245,3,-1,0,unknown
2331,188,2,-1,0,unknown
2332,199,5,-1,0,unknown
2334,90,1,-1,0,unknown
2335,350,5,-1,0,unknown
2337,156,1,-1,0,unknown
2338,299,1,-1,0,unknown
2339,510,2,-1,0,unknown
2340,177,4,-1,0,unknown
2341,123,2,-1,0,unknown
2342,270,1,-1,0,unknown
2343,225,4,-1,0,unknown
2344,63,1,-1,0,unknown
2345,247,13,-1,0,unknown
2347,168,2,-1,0,unknown
2348,836,12,-1,0,unknown
2349,131,2,-1,0,unknown
2350,89,1,-1,0,unknown
2351,116,4,-1,0,unknown
2352,58,1,-1,0,unknown
2353,36,1,-1,0,unknown
2354,240,2,-1,0,unknown
2355,132,4,-1,0,unknown
2356,544,1,-1,0,unknown
2357,266,1,-1,0,unknown
2358,443,2,-1,0,unknown
2359,324,1,-1,0,unknown
2361,263,2,-1,0,unknown
2362,199,1,-1,0,unknown
2363,145,2,-1,0,unknown
2364,56,1,-1,0,unknown
2365,11,9,-1,0,unknown
2367,165,23,-1,0,unknown
2368,619,3,-1,0,unknown
2369,203,1,-1,0,unknown
2370,254,1,-1,0,unknown
2371,1149,6,-1,0,unknown
2372,189,1,-1,0,unknown
2374,196,1,-1,0,unknown
2375,171,1,-1,0,unknown
2376,1451,2,-1,0,unknown
2377,563,1,-1,0,unknown
2378,239,4,-1,0,unknown
2379,73,6,-1,0,unknown
2382,100,4,-1,0,unknown
2383,160,1,-1,0,unknown
2384,661,1,-1,0,unknown
2385,166,1,-1,0,unknown
2386,114,2,-1,0,unknown
2387,58,1,-1,0,unknown
2388,25,8,-1,0,unknown
2389,121,2,-1,0,unknown
2390,226,4,-1,0,unknown
2391,234,2,-1,0,unknown
2392,88,1,-1,0,unknown
2393,85,1,-1,0,unknown
2394,134,1,-1,0,unknown
2395,251,3,-1,0,unknown
2396,152,1,-1,0,unknown
2398,379,17,-1,0,unknown
2399,123,6,-1,0,unknown
2400,156,2,-1,0,unknown
2401,332,1,-1,0,unknown
2402,90,3,-1,0,unknown
2403,291,1,-1,0,unknown
2404,23,2,-1,0,unknown
2405,122,2,-1,0,unknown
2407,1143,4,-1,0,unknown
2408,70,3,-1,0,unknown
2409,264,2,-1,0,unknown
2410,204,2,-1,0,unknown
2411,182,1,-1,0,unknown
2412,386,2,-1,0,unknown
2413,295,3,-1,0,unknown
2414,86,2,-1,0,unknown
2415,16,20,-1,0,unknown
2416,413,2,-1,0,unknown
