cid,age,job,marital,education,default,balance,housing,loan
2179,30,technician,married,secondary,no,371,no,no
2180,51,technician,married,tertiary,no,-3,no,no
2181,33,management,married,secondary,no,11,yes,no
2182,32,blue-collar,single,secondary,no,33,yes,no
2183,43,entrepreneur,married,secondary,no,104,yes,no
2184,46,blue-collar,married,primary,no,174,no,yes
2185,32,management,married,tertiary,no,3107,yes,yes
2186,40,services,married,secondary,no,1438,yes,no
2187,39,blue-collar,married,secondary,no,1367,no,no
2188,51,blue-collar,married,primary,no,-11,no,no
2189,46,admin.,single,secondary,no,1693,yes,no
2190,43,blue-collar,married,primary,no,778,yes,yes
2191,36,technician,married,tertiary,no,837,no,no
2192,48,management,married,tertiary,no,363,no,no
2193,26,admin.,single,secondary,no,236,yes,yes
2194,39,admin.,single,unknown,no,0,yes,no
2195,47,management,married,tertiary,no,-50,no,yes
2196,23,entrepreneur,single,primary,no,4,yes,no
2197,54,management,divorced,tertiary,no,26306,yes,no
2198,38,admin.,married,secondary,no,46,yes,yes
2199,33,technician,married,secondary,no,575,no,yes
2200,35,admin.,divorced,secondary,no,148,no,yes
2201,52,services,married,secondary,no,431,no,no
2202,25,technician,single,tertiary,no,777,yes,no
2203,29,management,married,tertiary,no,199,yes,yes
2204,35,technician,single,tertiary,no,3552,no,no
2205,49,services,married,secondary,no,47,no,no
2206,41,admin.,divorced,secondary,no,3823,no,no
2207,32,management,married,tertiary,no,138,no,no
2208,29,admin.,single,secondary,no,1117,yes,no
2209,28,blue-collar,married,secondary,no,1325,yes,no
2210,59,retired,married,secondary,no,0,no,no
2211,34,entrepreneur,married,tertiary,no,4343,no,no
2212,55,management,divorced,tertiary,no,1598,no,no
2213,34,management,married,tertiary,no,3301,yes,no
2214,24,student,single,secondary,no,822,no,no
2215,42,technician,divorced,secondary,no,-280,yes,no
2216,34,management,single,unknown,no,1534,yes,no
2217,34,admin.,married,secondary,no,1671,no,no
2218,51,self-employed,married,tertiary,no,2007,no,no
2219,58,blue-collar,married,primary,no,0,yes,no
2220,44,technician,married,secondary,no,2776,yes,no
2221,33,blue-collar,married,secondary,no,139,yes,yes
2222,34,management,married,tertiary,no,573,no,no
2223,34,admin.,married,secondary,no,475,yes,no
2224,42,blue-collar,divorced,secondary,no,47,yes,yes
2225,46,management,single,tertiary,no,2154,yes,no
2226,31,self-employed,single,tertiary,no,96,no,no
2227,39,entrepreneur,married,tertiary,no,83,yes,no
2228,34,management,single,tertiary,no,6766,no,no
2229,47,technician,married,secondary,no,3973,no,no
2230,42,services,divorced,secondary,no,372,yes,yes
2231,48,blue-collar,single,secondary,no,-552,no,yes
2232,30,self-employed,single,tertiary,no,48,no,no
2233,38,technician,married,secondary,no,7696,yes,no
2234,24,services,married,secondary,no,4500,yes,no
2235,34,technician,married,secondary,no,1,yes,no
2236,46,management,single,tertiary,no,46,no,yes
2237,32,admin.,divorced,secondary,yes,-18,yes,no
2238,46,services,married,secondary,no,451,yes,yes
2239,26,self-employed,married,tertiary,no,479,yes,no
2240,42,blue-collar,married,secondary,no,0,yes,no
2241,50,technician,married,secondary,no,1130,yes,no
2242,41,blue-collar,married,primary,no,389,yes,no
2243,34,admin.,single,secondary,no,10,no,yes
2244,32,services,married,secondary,no,401,yes,no
2245,58,housemaid,single,tertiary,no,145,yes,yes
2246,45,technician,married,secondary,no,115,yes,no
2247,28,admin.,single,secondary,no,89,yes,yes
2248,35,technician,married,secondary,no,94,yes,yes
2249,39,services,married,secondary,no,1438,yes,no
2250,49,unemployed,divorced,tertiary,no,780,no,no
2251,50,management,married,tertiary,no,207,yes,no
2252,37,management,married,tertiary,no,238,no,no
2253,45,blue-collar,married,primary,no,2433,no,no
2254,30,housemaid,single,secondary,no,1924,no,no
2255,48,unemployed,married,tertiary,no,-471,yes,no
2256,36,management,single,tertiary,no,1531,yes,no
2257,41,management,single,secondary,no,764,no,no
2258,55,blue-collar,married,secondary,no,383,no,no
2259,70,retired,married,primary,no,3782,no,no
2260,41,management,married,tertiary,no,326,yes,no
2261,47,services,divorced,secondary,no,691,no,no
2262,34,technician,single,secondary,no,0,no,no
2263,33,management,single,tertiary,no,99,no,no
2264,58,retired,married,secondary,no,502,yes,no
2265,51,management,married,tertiary,no,-15,no,no
2266,45,management,married,tertiary,no,1929,yes,no
2267,55,admin.,married,secondary,no,0,no,no
2268,30,blue-collar,single,primary,no,185,no,no
2269,33,management,single,secondary,no,-424,yes,no
2270,27,services,single,secondary,no,0,yes,no
2271,59,retired,married,secondary,no,319,yes,no
2272,34,management,single,tertiary,no,171,yes,no
2273,47,technician,divorced,tertiary,no,-1148,yes,yes
2274,44,blue-collar,married,primary,no,-11,yes,no
2275,35,admin.,single,secondary,no,0,yes,no
2276,45,management,married,tertiary,no,-206,yes,no
2277,42,blue-collar,married,primary,no,704,yes,yes
2278,38,technician,married,secondary,no,1931,no,no
2279,34,technician,single,secondary,no,943,no,no
2280,35,technician,married,secondary,no,327,yes,no
2281,29,management,single,secondary,no,-105,yes,no
2282,58,retired,married,secondary,no,983,no,no
2283,44,blue-collar,single,primary,no,787,yes,no
2284,45,entrepreneur,married,tertiary,no,0,yes,no
2285,43,blue-collar,married,secondary,no,3060,yes,no
2286,44,services,married,secondary,no,5780,yes,no
2287,30,technician,single,secondary,no,790,no,no
2288,38,unemployed,married,tertiary,no,1449,no,no
2289,50,technician,married,secondary,no,1412,no,no
2290,21,student,single,secondary,no,681,no,no
2291,38,entrepreneur,married,tertiary,no,228,yes,no
2292,42,admin.,married,secondary,no,0,no,no
2293,45,technician,single,tertiary,no,2087,no,no
2294,34,entrepreneur,married,secondary,no,2,yes,yes
2295,48,technician,married,secondary,no,197,no,yes
2296,34,services,married,secondary,no,0,no,yes
2297,32,blue-collar,married,secondary,no,1905,yes,no
2298,35,technician,married,tertiary,no,118,no,no
2299,39,entrepreneur,married,tertiary,no,2644,yes,no
2300,36,self-employed,married,tertiary,no,16430,yes,no
2301,35,technician,married,secondary,no,13,no,no
2302,57,services,divorced,secondary,no,14,no,yes
2303,28,technician,single,secondary,no,769,yes,no
2304,43,admin.,married,unknown,no,3485,no,no
2305,57,management,married,secondary,no,139,no,no
2306,34,services,divorced,secondary,no,202,yes,no
2307,36,technician,married,tertiary,no,6,yes,no
2308,47,management,divorced,tertiary,no,2515,no,no
2309,36,management,divorced,tertiary,no,5195,yes,no
2310,33,management,married,tertiary,no,2098,no,no
2311,57,management,married,tertiary,no,320,no,no
2312,57,management,married,tertiary,no,3431,yes,no
2313,34,admin.,married,secondary,no,50,yes,no
2314,51,housemaid,divorced,tertiary,no,370,yes,no
2315,54,blue-collar,divorced,primary,no,-182,no,no
2316,52,self-employed,single,tertiary,no,1623,yes,no
2317,43,entrepreneur,married,tertiary,no,13342,yes,no
2318,58,retired,single,primary,no,6570,no,no
2319,53,admin.,married,secondary,no,225,yes,no
2320,44,management,married,secondary,no,-665,no,no
2321,29,management,single,tertiary,no,0,no,no
2322,27,services,single,secondary,no,54,yes,no
2323,35,blue-collar,married,primary,no,46,no,no
2324,40,self-employed,married,secondary,no,2,no,no
2325,34,blue-collar,married,secondary,no,103,yes,yes
2326,38,admin.,single,secondary,no,883,yes,no
2327,32,services,married,secondary,no,55,yes,no
2328,41,admin.,married,secondary,no,8238,yes,yes
2329,25,blue-collar,single,secondary,no,913,yes,no
2330,38,blue-collar,divorced,secondary,no,595,yes,no
2331,26,technician,single,secondary,no,7,yes,no
2332,37,technician,single,tertiary,no,1661,no,no
2333,30,management,married,tertiary,no,102,yes,no
2334,36,services,married,secondary,no,338,no,no
2335,33,management,married,secondary,no,3132,yes,no
2336,33,admin.,single,tertiary,no,490,yes,no
2337,35,management,married,tertiary,no,2682,yes,no
2338,24,services,married,tertiary,no,0,yes,no
2339,29,unemployed,married,secondary,no,596,no,no
2340,54,blue-collar,married,secondary,no,2059,yes,no
2341,27,admin.,married,secondary,no,132,no,no
2342,34,management,married,secondary,no,0,no,no
2343,39,blue-collar,married,primary,no,385,yes,no
2344,38,management,married,tertiary,no,223,no,no
2345,37,management,married,tertiary,no,0,yes,no
2346,26,services,single,secondary,no,512,yes,yes
2347,36,entrepreneur,married,tertiary,no,1169,yes,no
2348,35,management,single,tertiary,no,71,yes,no
2349,30,management,single,tertiary,no,940,no,no
2350,25,technician,single,secondary,no,-80,yes,yes
2351,34,technician,married,secondary,no,0,yes,no
2352,52,unknown,married,unknown,no,1317,no,no
2353,39,admin.,married,secondary,no,179,no,no
2354,34,management,married,secondary,no,1007,yes,no
2355,34,management,single,secondary,no,0,no,no
2356,30,services,married,secondary,no,1286,yes,yes
2357,33,services,married,secondary,no,804,yes,yes
2358,30,student,single,secondary,no,4,no,no
2359,51,blue-collar,married,primary,no,0,yes,no
2360,36,services,single,secondary,no,417,yes,no
2361,48,blue-collar,married,primary,no,1678,no,no
2362,37,services,divorced,secondary,no,532,yes,no
2363,58,management,married,secondary,no,407,yes,no
2364,56,management,divorced,tertiary,no,659,no,yes
2365,34,blue-collar,married,secondary,no,393,yes,no
2366,33,admin.,divorced,secondary,no,661,yes,no
2367,26,services,single,secondary,no,0,no,no
2368,40,management,single,unknown,no,838,yes,no
2369,35,services,married,secondary,no,195,yes,no
2370,45,entrepreneur,married,secondary,no,68,yes,no
2371,37,technician,single,secondary,no,-242,yes,no
2372,35,management,divorced,tertiary,no,321,yes,no
2373,43,services,single,secondary,no,3403,yes,no
2374,28,blue-collar,married,secondary,no,8,yes,no
2375,32,blue-collar,divorced,secondary,no,739,yes,no
2376,26,unemployed,single,secondary,no,622,no,no
2377,35,services,married,secondary,no,152,yes,no
2378,35,technician,single,secondary,no,2,no,no
2379,39,blue-collar,married,secondary,no,1439,yes,no
2380,42,blue-collar,divorced,secondary,no,1491,yes,no
2381,32,technician,single,secondary,no,6402,yes,no
2382,30,unemployed,married,secondary,no,1210,no,no
2383,26,management,single,tertiary,no,122,no,yes
2384,30,student,single,secondary,no,0,yes,no
2385,32,management,married,tertiary,no,62,yes,no
2386,47,services,married,secondary,no,3333,yes,yes
2387,33,technician,married,tertiary,no,16992,yes,no
2388,57,blue-collar,married,primary,no,23,yes,no
2389,35,admin.,married,secondary,no,0,yes,no
2390,53,technician,married,tertiary,no,6072,no,yes
2391,24,retired,single,secondary,no,366,no,yes
2392,54,management,divorced,tertiary,no,0,no,yes
2393,31,management,married,tertiary,no,1343,yes,yes
2394,41,entrepreneur,married,secondary,no,2105,yes,no
2395,44,unknown,married,secondary,no,2319,no,no
2396,35,services,single,secondary,no,35,yes,no
2397,30,management,married,tertiary,no,877,no,no
2398,43,blue-collar,single,primary,no,30,yes,no
2399,51,entrepreneur,married,secondary,yes,-2082,no,yes
2400,60,retired,married,secondary,no,89,no,no
2401,43,self-employed,married,secondary,no,104,no,no
2402,31,management,married,tertiary,no,1750,yes,no
2403,56,management,married,primary,no,772,yes,no
2404,42,technician,married,secondary,no,1048,yes,no
2405,52,entrepreneur,married,primary,no,592,no,no
2406,40,technician,married,secondary,no,0,yes,yes
2407,36,services,married,secondary,no,3064,yes,no
2408,40,services,married,primary,no,33,no,no
2409,46,blue-collar,married,secondary,no,0,yes,no
2410,32,admin.,single,secondary,no,1649,no,no
2411,31,housemaid,single,tertiary,no,287,yes,no
2412,41,technician,divorced,secondary,no,0,yes,no
2413,58,housemaid,married,primary,no,419,no,yes
2414,36,services,married,secondary,no,257,yes,no
2415,52,technician,married,secondary,no,118,no,no
2416,42,management,married,tertiary,no,251,no,no
2417,32,management,single,tertiary,no,1731,yes,yes
2418,62,management,married,tertiary,no,0,no,no
2419,31,technician,single,tertiary,no,23,no,no
2420,41,blue-collar,single,secondary,yes,-386,no,yes
2421,34,self-employed,married,tertiary,no,5498,no,no
2422,44,management,single,tertiary,no,5063,no,no
2423,42,blue-collar,married,primary,no,7041,yes,no
2424,37,entrepreneur,single,secondary,no,654,no,no
2425,47,management,married,tertiary,no,1890,no,no
2426,32,unemployed,married,secondary,no,2400,yes,yes
2427,46,blue-collar,married,secondary,no,519,yes,no
2428,39,technician,single,tertiary,no,1190,no,no
2429,28,services,single,secondary,no,229,yes,no
2430,26,student,single,secondary,no,203,no,no
2431,52,technician,married,secondary,no,1818,no,yes
2432,42,unemployed,married,secondary,no,1289,no,no
2433,33,technician,divorced,tertiary,no,39,no,no
2434,73,retired,married,primary,no,796,no,no
2435,35,admin.,single,secondary,no,57,no,yes
2436,40,management,married,tertiary,no,1548,yes,no
2437,51,technician,married,secondary,no,117,no,no
2438,37,admin.,single,secondary,no,0,yes,no
2439,39,management,married,tertiary,no,691,yes,yes
2440,28,blue-collar,married,secondary,no,64,yes,no
2441,49,technician,divorced,tertiary,no,0,yes,no
2442,36,admin.,married,secondary,no,957,yes,no
2443,45,technician,married,secondary,no,118,yes,no
2444,29,technician,single,tertiary,no,218,yes,no
2445,35,management,married,secondary,no,724,yes,no
2446,35,housemaid,married,tertiary,no,20,yes,yes
2447,30,blue-collar,married,secondary,no,-28,yes,no
2448,46,blue-collar,married,primary,no,665,no,no
2449,25,student,single,tertiary,no,5,no,no
2450,36,management,married,tertiary,no,925,no,no
2451,42,blue-collar,married,primary,no,2519,yes,no
2452,57,admin.,married,secondary,no,3927,no,no
2453,42,management,divorced,tertiary,no,401,yes,no
2454,29,management,married,tertiary,no,581,yes,yes
2455,36,technician,married,tertiary,no,1327,no,no
2456,31,unemployed,married,secondary,no,3242,no,no
2457,59,technician,married,primary,no,3163,yes,no
2458,50,unemployed,divorced,secondary,no,32,no,no
2459,47,admin.,married,secondary,no,310,yes,yes
2460,46,housemaid,married,primary,no,0,no,no
2461,26,blue-collar,single,primary,no,155,yes,no
2462,31,services,single,secondary,no,11386,yes,no
2463,30,services,married,tertiary,no,1380,yes,no
2464,47,blue-collar,single,unknown,no,2443,no,no
2465,23,technician,single,tertiary,no,1129,yes,no
2466,44,unemployed,single,primary,no,4232,no,no
2467,42,self-employed,married,secondary,no,5564,no,no
2468,32,services,single,secondary,no,-402,yes,no
2469,28,admin.,single,secondary,no,1323,yes,no
2470,57,retired,married,primary,no,1623,yes,yes
2471,38,technician,married,tertiary,no,1042,yes,no
2472,22,student,single,secondary,no,2488,no,no
2473,54,admin.,married,secondary,no,865,yes,no
2474,32,technician,married,tertiary,no,-1053,yes,no
2475,32,management,married,tertiary,no,1667,yes,no
2476,59,admin.,divorced,secondary,no,975,yes,no
2477,45,technician,married,secondary,no,2571,no,no
2478,53,unknown,married,primary,no,732,no,no
2479,50,admin.,divorced,secondary,no,769,no,no
2480,34,technician,married,secondary,no,-136,yes,yes
2481,35,admin.,divorced,secondary,no,3636,no,yes
2482,30,management,married,tertiary,no,931,no,no
2483,62,housemaid,married,secondary,no,565,no,no
2484,40,blue-collar,married,secondary,no,271,yes,no
2485,26,self-employed,single,tertiary,no,1153,no,no
2486,34,management,married,tertiary,no,-73,yes,no
2487,50,unknown,married,unknown,no,558,no,no
2488,31,unknown,divorced,tertiary,no,137,no,no
2489,35,technician,married,secondary,no,700,yes,no
2490,55,retired,married,primary,no,-966,no,yes
2491,34,admin.,married,secondary,no,96,no,no
2492,58,retired,married,primary,no,4007,no,no
2493,50,management,single,tertiary,no,567,yes,no
2494,31,technician,single,secondary,no,40,no,no
2495,47,admin.,divorced,secondary,no,136,no,yes
2496,38,self-employed,single,tertiary,no,917,yes,no
2497,46,management,single,tertiary,no,593,yes,no
2498,42,blue-collar,married,primary,no,505,yes,no
2499,34,blue-collar,married,secondary,no,2542,yes,no
2500,37,management,married,tertiary,no,5355,no,no
2501,38,student,single,tertiary,no,807,no,no
2502,59,retired,married,secondary,no,9976,yes,no
2503,32,admin.,married,secondary,no,0,no,no
2504,55,management,married,tertiary,no,540,no,no
2505,35,blue-collar,married,secondary,no,280,yes,yes
2506,56,management,divorced,tertiary,no,-59,no,yes
2507,27,admin.,married,secondary,yes,-517,yes,no
2508,42,unemployed,single,secondary,no,2613,yes,no
2509,42,student,married,unknown,no,-7,no,no
2510,41,blue-collar,married,primary,no,0,yes,no
2511,53,retired,divorced,secondary,yes,-200,no,yes
2512,67,retired,married,primary,no,2301,no,no
2513,53,housemaid,married,primary,no,104,no,yes
2514,33,blue-collar,married,primary,no,191,yes,no
2515,31,technician,single,unknown,no,694,yes,no
2516,31,admin.,married,secondary,no,212,yes,no
2517,30,management,married,tertiary,no,1882,yes,no
2518,48,blue-collar,married,unknown,no,131,yes,no
2519,30,technician,single,secondary,no,175,no,no
2520,43,technician,single,tertiary,yes,0,no,no
2521,38,management,divorced,tertiary,no,4425,yes,no
2522,46,unemployed,married,secondary,no,3533,yes,no
2523,59,blue-collar,divorced,secondary,no,3573,no,no
2524,44,management,divorced,tertiary,no,476,yes,yes
2525,35,blue-collar,married,secondary,no,1257,yes,no
2526,55,blue-collar,married,unknown,no,23,no,no
2527,39,management,single,tertiary,no,0,yes,no
2528,36,services,single,secondary,no,398,yes,yes
2529,33,blue-collar,married,secondary,no,745,yes,no
2530,48,management,single,tertiary,no,8106,no,no
2531,33,management,single,tertiary,no,0,no,no
2532,67,retired,married,unknown,no,696,no,no
2533,48,unemployed,divorced,secondary,no,1266,yes,no
2534,57,management,married,tertiary,no,2416,no,no
2535,31,housemaid,married,primary,no,25,no,no
2536,30,student,single,tertiary,no,7513,no,no
2537,56,entrepreneur,divorced,primary,no,29,no,no
2538,26,blue-collar,married,primary,no,5116,yes,no
2539,44,management,married,secondary,no,-1746,yes,no
2540,44,technician,divorced,secondary,no,14,no,no
2541,31,management,married,tertiary,no,4148,yes,no
2542,47,self-employed,married,unknown,no,14,yes,no
2543,30,admin.,single,secondary,no,105,yes,no
2544,37,management,married,tertiary,no,767,no,yes
2545,56,admin.,divorced,primary,no,0,no,yes
2546,43,management,single,secondary,no,-228,yes,yes
2547,42,services,married,secondary,no,508,yes,no
2548,60,management,married,secondary,no,725,yes,no
2549,34,blue-collar,married,unknown,no,41,yes,no
2550,34,management,single,tertiary,no,184,no,no
2551,41,management,married,tertiary,no,251,no,yes
2552,38,management,divorced,secondary,no,-17,no,no
2553,23,services,married,secondary,no,-19,yes,no
2554,33,management,married,tertiary,no,1064,yes,no
2555,36,blue-collar,married,secondary,no,777,yes,no
2556,49,unemployed,married,tertiary,no,377,no,no
2557,34,admin.,divorced,secondary,no,479,yes,no
2558,40,technician,divorced,secondary,no,-375,yes,no
2559,72,retired,married,primary,no,796,no,no
2560,43,technician,married,secondary,no,17,yes,no
2561,44,blue-collar,married,secondary,no,1071,yes,no
2562,35,admin.,married,secondary,no,0,yes,no
2563,46,admin.,divorced,secondary,no,7378,no,no
2564,55,admin.,married,secondary,no,865,yes,no
2565,50,technician,divorced,secondary,no,-701,yes,yes
2566,23,blue-collar,single,unknown,no,817,yes,no
2567,34,student,married,unknown,no,1387,no,no
2568,40,blue-collar,married,secondary,no,0,yes,yes
2569,61,retired,married,secondary,no,2917,no,no
2570,53,technician,married,secondary,no,4541,yes,no
2571,57,technician,married,secondary,no,0,no,no
2572,28,blue-collar,married,secondary,no,4287,no,no
2573,25,admin.,married,secondary,no,242,yes,no
2574,38,blue-collar,married,secondary,no,171,yes,yes
2575,27,services,single,secondary,no,259,yes,no
2576,45,blue-collar,married,secondary,no,827,yes,no
2577,31,services,single,secondary,no,469,no,yes
2578,39,blue-collar,married,primary,no,2226,yes,no
2579,42,technician,married,secondary,no,0,no,no
2580,46,management,married,tertiary,no,477,yes,no
2581,36,services,married,secondary,no,42,yes,no
2582,30,management,single,tertiary,no,775,yes,no
2583,32,blue-collar,married,secondary,no,9,yes,no
2584,52,technician,married,tertiary,no,2557,no,no
2585,31,management,married,tertiary,no,2395,no,no
2586,60,management,married,primary,no,4895,no,no
2587,35,blue-collar,single,secondary,no,376,yes,yes
2588,38,management,married,tertiary,no,389,yes,no
2589,46,management,divorced,tertiary,no,134,no,no
2590,45,entrepreneur,divorced,tertiary,no,1273,yes,yes
2591,59,services,married,secondary,no,0,yes,no
2592,34,management,married,tertiary,no,2892,yes,yes
2593,33,technician,divorced,secondary,no,0,yes,no
2594,46,management,single,secondary,no,295,yes,no
2595,48,admin.,married,secondary,no,292,yes,yes
2596,31,services,single,secondary,no,85,no,no
2597,32,technician,married,secondary,no,4,no,no
2598,35,blue-collar,divorced,primary,no,-587,yes,no
2599,36,blue-collar,single,primary,no,367,no,no
2600,52,management,married,tertiary,no,-1224,yes,no
2601,45,management,divorced,tertiary,no,959,no,no
2602,34,management,married,tertiary,no,0,no,no
2603,25,blue-collar,married,primary,yes,-589,yes,no
2604,26,management,single,tertiary,no,-8,no,no
2605,57,management,married,unknown,no,0,no,no
2606,48,management,married,primary,no,247,yes,yes
2607,48,technician,married,unknown,no,5543,no,no
2608,32,blue-collar,married,primary,no,642,no,yes
2609,58,retired,married,secondary,no,11,no,no
2610,57,management,married,primary,no,-226,yes,no
2611,31,entrepreneur,married,tertiary,no,5191,no,no
2612,33,blue-collar,single,secondary,no,-320,no,no
2613,53,entrepreneur,married,tertiary,no,2289,yes,yes
2614,36,admin.,married,secondary,no,725,yes,no
2615,32,technician,single,tertiary,no,705,yes,no
2616,45,blue-collar,married,secondary,no,776,yes,no
2617,35,unemployed,married,tertiary,no,816,yes,no
2618,41,services,married,secondary,no,171,no,no
2619,54,services,married,secondary,no,812,no,no
2620,49,services,married,secondary,no,823,no,no
2621,28,technician,single,secondary,no,1453,yes,no
2622,24,blue-collar,single,unknown,no,431,yes,no
2623,30,admin.,single,secondary,no,1009,yes,no
2624,32,self-employed,married,primary,no,286,yes,no
2625,53,entrepreneur,married,tertiary,no,22370,yes,no
2626,42,blue-collar,married,primary,no,2111,yes,no
2627,48,blue-collar,married,primary,no,5366,yes,no
2628,33,technician,married,secondary,no,181,yes,yes
2629,31,blue-collar,divorced,secondary,no,-452,yes,no
2630,56,unemployed,divorced,primary,no,1770,no,no
2631,58,retired,married,primary,no,0,no,no
2632,37,admin.,single,secondary,no,-296,yes,no
2633,59,management,married,primary,no,2358,yes,no
2634,50,management,single,tertiary,no,1200,no,no
2635,39,housemaid,single,primary,no,109,yes,no
2636,30,technician,married,secondary,no,616,yes,no
2637,47,services,divorced,secondary,no,4906,yes,no
2638,44,self-employed,married,secondary,no,313,no,no
2639,38,blue-collar,married,primary,no,290,yes,no
2640,50,management,married,tertiary,no,1240,no,no
2641,27,admin.,single,tertiary,no,3672,yes,no
2642,73,retired,married,secondary,no,19,no,no
2643,46,blue-collar,married,primary,no,143,yes,no
2644,56,retired,divorced,secondary,no,212,no,yes
2645,36,management,married,tertiary,no,9,no,no
2646,33,blue-collar,married,primary,no,3074,no,no
2647,40,management,married,tertiary,no,1734,yes,no
2648,52,management,married,tertiary,no,575,no,no
2649,51,blue-collar,married,secondary,no,397,yes,no
2650,33,blue-collar,married,secondary,no,640,yes,no
2651,54,services,married,secondary,no,158,yes,no
2652,44,management,married,secondary,no,2984,yes,no
2653,50,entrepreneur,married,secondary,no,1011,yes,no
2654,45,blue-collar,single,secondary,no,0,yes,no
2655,36,management,married,tertiary,no,1133,yes,no
2656,42,technician,married,secondary,no,4945,yes,no
2657,37,technician,married,secondary,no,712,yes,no
2658,28,services,single,secondary,no,-427,yes,yes
2659,56,admin.,married,secondary,no,2146,no,yes
2660,59,admin.,married,secondary,no,92,yes,no
2661,32,unemployed,married,secondary,no,10,yes,no
2662,57,retired,married,primary,no,1238,yes,no
2663,49,admin.,single,secondary,no,981,yes,no
2664,56,entrepreneur,married,unknown,no,575,no,no
2665,48,admin.,divorced,unknown,no,-70,no,no
2666,27,student,single,tertiary,no,3733,yes,no
2667,31,management,single,tertiary,no,574,yes,no
2668,28,blue-collar,single,secondary,no,43,no,no
2669,36,management,married,tertiary,no,428,no,no
2670,58,housemaid,married,primary,no,0,yes,no
2671,46,admin.,married,secondary,no,0,yes,yes
2672,32,management,single,tertiary,no,474,yes,no
2673,39,services,married,secondary,no,-540,no,no
2674,35,self-employed,married,tertiary,no,560,yes,no
2675,31,management,married,tertiary,no,325,yes,no
2676,29,management,single,tertiary,no,437,no,no
2677,48,blue-collar,married,primary,no,574,no,no
2678,60,retired,married,primary,no,0,no,no
2679,74,retired,married,secondary,no,935,no,no
2680,30,services,married,secondary,no,699,yes,no
2681,52,admin.,single,primary,no,0,no,no
2682,24,blue-collar,married,secondary,no,-220,yes,no
2683,29,services,married,secondary,no,11417,yes,no
2684,33,housemaid,married,primary,no,212,yes,no
2685,34,blue-collar,married,secondary,no,67,yes,yes
2686,45,admin.,divorced,secondary,no,0,no,no
2687,31,blue-collar,married,secondary,no,0,no,yes
2688,45,technician,married,secondary,no,1673,no,no
2689,27,services,married,secondary,no,-1202,yes,no
2690,30,management,single,tertiary,no,4213,no,no
2691,45,blue-collar,married,primary,no,0,no,no
2692,57,blue-collar,married,secondary,no,1521,yes,yes
2693,34,management,married,tertiary,no,1310,no,no
2694,40,admin.,married,secondary,no,0,yes,yes
2695,39,management,married,tertiary,no,399,no,no
2696,46,technician,married,tertiary,no,405,no,no
2697,55,management,divorced,tertiary,no,9756,yes,no
2698,25,management,single,tertiary,no,2506,no,no
2699,34,management,married,tertiary,no,697,no,no
2700,37,blue-collar,married,primary,no,403,yes,no
2701,64,retired,divorced,tertiary,no,890,no,no
2702,45,technician,divorced,secondary,no,809,yes,no
2703,57,housemaid,married,secondary,no,158,yes,no
2704,21,student,single,unknown,no,137,yes,no
2705,58,housemaid,married,secondary,no,2705,no,no
2706,41,blue-collar,single,secondary,no,75,yes,no
2707,41,management,married,unknown,no,2457,yes,no
2708,58,management,married,tertiary,no,541,yes,no
2709,33,management,married,tertiary,no,287,yes,no
2710,32,management,married,tertiary,no,273,yes,yes
2711,44,services,divorced,secondary,no,0,yes,no
2712,47,unknown,married,unknown,no,677,no,no
2713,41,self-employed,married,primary,no,340,no,no
2714,54,technician,married,tertiary,no,98,no,no
2715,47,technician,divorced,tertiary,no,477,yes,no
2716,32,management,single,tertiary,no,2629,no,no
2717,59,housemaid,married,tertiary,no,0,no,yes
2718,29,technician,single,tertiary,no,2325,no,no
2719,48,services,married,secondary,yes,-20,no,no
2720,32,technician,single,secondary,no,230,yes,no
2721,46,management,divorced,secondary,no,-852,no,yes
2722,31,blue-collar,single,primary,no,-280,no,no
2723,53,blue-collar,married,secondary,no,25,no,no
2724,34,technician,single,tertiary,no,9851,yes,no
2725,48,services,single,unknown,no,5095,yes,no
2726,32,technician,married,secondary,no,687,no,no
2727,31,management,married,secondary,no,1368,yes,no
2728,27,blue-collar,single,primary,no,-179,yes,no
2729,60,admin.,married,secondary,no,-396,yes,no
2730,34,blue-collar,single,tertiary,no,1011,yes,no
2731,52,self-employed,married,secondary,no,9,no,yes
2732,48,blue-collar,married,secondary,no,1159,yes,yes
2733,45,technician,married,primary,no,-322,no,no
2734,54,technician,divorced,secondary,no,1114,yes,no
2735,52,services,married,secondary,no,2072,no,no
2736,47,entrepreneur,married,tertiary,no,459,yes,no
2737,54,unknown,married,secondary,no,1157,no,no
2738,34,blue-collar,married,secondary,no,8309,yes,yes
2739,39,technician,single,tertiary,no,1043,no,no
2740,46,technician,married,secondary,no,2098,no,no
2741,26,unemployed,single,secondary,no,461,no,no
2742,37,technician,single,secondary,no,61,yes,no
2743,47,blue-collar,married,secondary,no,1203,yes,no
2744,35,technician,married,secondary,no,1067,no,yes
2745,57,unemployed,married,primary,no,0,no,no
2746,34,management,married,tertiary,no,1657,yes,no
2747,47,technician,married,secondary,no,1219,no,no
2748,27,technician,married,secondary,no,7,yes,no
2749,40,blue-collar,married,secondary,no,-839,yes,yes
2750,39,technician,married,secondary,no,994,no,no
2751,36,entrepreneur,married,tertiary,no,6,no,no
2752,42,technician,single,secondary,no,0,no,no
2753,23,blue-collar,single,primary,no,8627,yes,no
2754,34,management,married,tertiary,no,133,yes,no
2755,34,blue-collar,married,secondary,no,247,yes,yes
